created_at,entities,favorite_count,favorited,id,id_str,is_quote_status,lang,metadata,retweet_count,retweeted,source,text,truncated,year,month,day,hour,minute,second,language,result_type,is_translator,id_user,profile_background_image_url,profile_text_color,profile_link_color,verified,profile_image_url_https,id_str_user,following,friends_count,default_profile,profile_background_tile,followers_count,profile_background_image_url_https,statuses_count,description,contributors_enabled,Date
25/03/2018 19:42,"{'urls': [{'display_url': 'twitter.com/i/web/status/9?', 'expanded_url': 'https://twitter.com/i/web/status/977994211533434881', 'url': 'https://t.co/v272iI2SiA', 'indices': [116, 139]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,FALSE,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",Can Facebook Stock Bounce Back After Last Week's 14% Drop? It?s fair to say that Facebook (NASDAQ: FB)  has gotten? https://t.co/v272iI2SiA,TRUE,2018,3,25,19,42,44,en,recent,FALSE,7.47E+17,,333333,1DA1F2,FALSE,https://pbs.twimg.com/profile_images/846885068308144129/CXccT9QK_normal.jpg,7.47E+17,FALSE,5265,TRUE,FALSE,6358,,77020,Top #Headlines & excerpts linked to the worlds most trusted financial #news sources #business #ai #iot #money #teck #realestate #finance #bitcoin Visit Us @,FALSE,25/03/2018
25/03/2018 19:23,"{'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'RaySharradh', 'name': 'Ray Sharradh', 'id': 1849904065, 'id_str': '1849904065', 'indices': [3, 15]}, {'screen_name': 'benbrookjohn', 'name': 'John', 'id': 822917903670505472, 'id_str': '822917903670505472', 'indices': [17, 30]}, {'screen_name': 'realDonaldTrump', 'name': 'Donald J. Trump', 'id': 25073877, 'id_str': '25073877', 'indices': [31, 47]}, {'screen_name': 'Emma4Change', 'name': 'Emma González', 'id': 965266179836252161, 'id_str': '965266179836252161', 'indices': [48, 60]}, {'screen_name': 'MSNBC', 'name': 'MSNBC', 'id': 2836421, 'id_str': '2836421', 'indices': [61, 67]}, {'screen_name': 'PolitiSearch', 'name': 'Jason Hunt ? surfer dude', 'id': 819359814132367360, 'id_str': '819359814132367360', 'indices': [68, 81]}, {'screen_name': 'SaysHummingbird', 'name': 'The Hummingbird ?', 'id': 810619093749559296, 'id_str': '810619093749559296', 'indices': [82, 98]}, {'screen_name': 'LewisJJr', 'name': 'CJohn', 'id': 321780465, 'id_str': '321780465', 'indices': [99, 108]}, {'screen_name': 'PoliticalDiscor', 'name': 'Political Discord', 'id': 829325881499873280, 'id_str': '829325881499873280', 'indices': [109, 125]}, {'screen_name': 'nytimes', 'name': 'The New York Times', 'id': 807095, 'id_str': '807095', 'indices': [126, 134]}]}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",2,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @RaySharradh: @benbrookjohn @realDonaldTrump @Emma4Change @MSNBC @PolitiSearch @SaysHummingbird @LewisJJr @PoliticalDiscor @nytimes @ind?,FALSE,2018,3,25,19,23,28,en,recent,FALSE,8.29E+17,,333333,1DA1F2,FALSE,https://pbs.twimg.com/profile_images/829445487572967436/6cn75ZGj_normal.jpg,8.29E+17,FALSE,323,TRUE,FALSE,348,,16603,"Supporter of anyone from any party, who defends humanity, democracy, patriotism, constitution, equality, & social justice. No compassion to those who don't.",FALSE,25/03/2018
25/03/2018 19:01,"{'urls': [{'display_url': 'ift.tt/2G6vcHL', 'expanded_url': 'https://ift.tt/2G6vcHL', 'url': 'https://t.co/78eErpyL1N', 'indices': [59, 82]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,FALSE,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",Can Facebook Stock Bounce Back After Last Week's 14% Drop? https://t.co/78eErpyL1N,FALSE,2018,3,25,19,1,29,en,recent,FALSE,2675135029,http://abs.twimg.com/images/themes/theme1/bg.png,0,85898A,FALSE,https://pbs.twimg.com/profile_images/493779703912611840/RR6qA7aS_normal.png,2675135029,FALSE,43,FALSE,FALSE,1933,https://abs.twimg.com/images/themes/theme1/bg.png,174075,ShareWatch for iPhone and iPad is a great tool for all share market traders.. Brought to you by @TwelveLabs_,FALSE,25/03/2018
25/03/2018 18:57,"{'urls': [], 'hashtags': [{'indices': [13, 22], 'text': 'Facebook'}], 'symbols': [{'indices': [36, 39], 'text': 'FB'}], 'user_mentions': [{'screen_name': 'askslim', 'name': 'Steve Miller', 'id': 19966431, 'id_str': '19966431', 'indices': [3, 11]}]}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",2,FALSE,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","RT @askslim: #Facebook ""Faceplant!"" $FB got crushed last week as their data breach turned into an anti-Facebook media frenzy. Watch Slim's?",FALSE,2018,3,25,18,57,42,en,recent,FALSE,19966431,http://pbs.twimg.com/profile_background_images/445704741989785601/HS8zgJOL.jpeg,333333,0084B4,FALSE,https://pbs.twimg.com/profile_images/604322304701644800/cNDKVVZj_normal.jpg,19966431,FALSE,1444,FALSE,FALSE,8589,https://pbs.twimg.com/profile_background_images/445704741989785601/HS8zgJOL.jpeg,13775,"Host, Trader, Analyst, Coach, Speaker Poker player,  combining the science of the markets, my art form of #Charting & mentoring #Stocks #Futures #MarketCycles",FALSE,25/03/2018
25/03/2018 18:56,"{'urls': [{'display_url': 'wiredfocus.com/its-dumb-to-th?', 'expanded_url': 'https://www.wiredfocus.com/its-dumb-to-think-mark-zuckerberg-isnt-facebooks-nasdaqfb-biggest-risk-right-now/', 'url': 'https://t.co/ZPNWnuKvKl', 'indices': [87, 110]}], 'hashtags': [], 'symbols': [], 'media': [{'type': 'photo', 'display_url': 'pic.twitter.com/p8GQYpzP5L', 'id': 977982528467304448, 'expanded_url': 'https://twitter.com/Wiredfocus/status/977982531059449860/photo/1', 'media_url': 'http://pbs.twimg.com/media/DZJ97ZXVAAATJ8b.png', 'media_url_https': 'https://pbs.twimg.com/media/DZJ97ZXVAAATJ8b.png', 'url': 'https://t.co/p8GQYpzP5L', 'id_str': '977982528467304448', 'indices': [111, 134], 'sizes': {'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'large': {'h': 682, 'w': 1024, 'resize': 'fit'}, 'small': {'h': 453, 'w': 680, 'resize': 'fit'}, 'medium': {'h': 682, 'w': 1024, 'resize': 'fit'}}}], 'user_mentions': []}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,FALSE,"<a href=""http://publicize.wp.com/"" rel=""nofollow"">WordPress.com</a>",It?s Dumb to Think Mark Zuckerberg Isn?t Facebook?s (NASDAQ:FB) Biggest Risk Right Now https://t.co/ZPNWnuKvKl https://t.co/p8GQYpzP5L,FALSE,2018,3,25,18,56,20,en,recent,FALSE,8.81E+17,http://abs.twimg.com/images/themes/theme1/bg.png,0,19CF86,FALSE,https://pbs.twimg.com/profile_images/969379147498827777/OsJm0nFo_normal.jpg,8.81E+17,FALSE,60,FALSE,FALSE,129,https://abs.twimg.com/images/themes/theme1/bg.png,12950,"Get up-to-date all daily #techNews, mobile news, #techreviews, how-tos, auto news, #gaming & #gadgets, #techbusiness, #androidnews, #iOSnews,  in one place.",FALSE,25/03/2018
25/03/2018 18:39,"{'urls': [{'display_url': 'ift.tt/2GoriNW', 'expanded_url': 'https://ift.tt/2GoriNW', 'url': 'https://t.co/IXVawC3fXg', 'indices': [84, 107]}], 'hashtags': [], 'symbols': [{'indices': [21, 24], 'text': 'FB'}], 'user_mentions': [{'screen_name': 'LloydCreekStock', 'name': 'LloydCreekStocks', 'id': 216843073, 'id_str': '216843073', 'indices': [3, 19]}]}",0,FALSE,9.78E+17,9.78E+17,FALSE,en-gb,"{'iso_language_code': 'en', 'result_type': 'recent'}",2,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",RT @LloydCreekStock: $FB Can Facebook Stock Bounce Back After Last Week's 14% Drop? https://t.co/IXVawC3fXg,FALSE,2018,3,25,18,39,44,en,recent,FALSE,3434721249,http://abs.twimg.com/images/themes/theme1/bg.png,333333,1DA1F2,FALSE,https://pbs.twimg.com/profile_images/908914911727767552/xhuxQJOP_normal.jpg,3434721249,FALSE,384,TRUE,FALSE,944,https://abs.twimg.com/images/themes/theme1/bg.png,27404,"Responsible for what I tweet,not what you understand. #MUFC",FALSE,25/03/2018
25/03/2018 18:39,"{'urls': [{'display_url': 'nasdaq.com/article/can-fa?', 'expanded_url': 'https://www.nasdaq.com/article/can-facebook-stock-bounce-back-after-last-weeks-14-drop-cm939454', 'url': 'https://t.co/bd9YdhpEVS', 'indices': [72, 95]}], 'hashtags': [], 'symbols': [], 'media': [{'type': 'photo', 'display_url': 'pic.twitter.com/EvvBodLFjC', 'id': 977978167993434112, 'expanded_url': 'https://twitter.com/equigorithmics/status/977978169872519171/photo/1', 'media_url': 'http://pbs.twimg.com/media/DZJ59lVWAAASeGq.jpg', 'media_url_https': 'https://pbs.twimg.com/media/DZJ59lVWAAASeGq.jpg', 'url': 'https://t.co/EvvBodLFjC', 'id_str': '977978167993434112', 'indices': [96, 119], 'sizes': {'thumb': {'h': 150, 'w': 150, 'resize': 'crop'}, 'large': {'h': 387, 'w': 580, 'resize': 'fit'}, 'small': {'h': 387, 'w': 580, 'resize': 'fit'}, 'medium': {'h': 387, 'w': 580, 'resize': 'fit'}}}], 'user_mentions': []}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,FALSE,"<a href=""http://www.google.com"" rel=""nofollow"">Equigorithmics Auto-Tweeter</a>",Can Facebook Stock Bounce Back After Last Week's 14% Drop? | Read more: https://t.co/bd9YdhpEVS https://t.co/EvvBodLFjC,FALSE,2018,3,25,18,39,0,en,recent,FALSE,9.54E+17,,333333,1DA1F2,FALSE,https://pbs.twimg.com/profile_images/956435050232537089/d2uCu5Ds_normal.jpg,9.54E+17,FALSE,39,TRUE,FALSE,7,,1003,An algorithmic approach to investing.,FALSE,25/03/2018
25/03/2018 18:37,"{'urls': [], 'hashtags': [], 'symbols': [], 'user_mentions': [{'screen_name': 'forex_formacion', 'name': 'Forex Formación', 'id': 852258528597340161, 'id_str': '852258528597340161', 'indices': [3, 19]}]}",0,FALSE,9.78E+17,9.78E+17,FALSE,es,"{'iso_language_code': 'es', 'result_type': 'recent'}",4,FALSE,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>","RT @forex_formacion: ESCÁNDALO: Facebook, entre el riesgo regulatorio y el de pérdida de usuarios y anunciantes. Cambridge Analytica podría?",FALSE,2018,3,25,18,37,30,es,recent,FALSE,307300559,http://abs.twimg.com/images/themes/theme1/bg.png,333333,1DA1F2,FALSE,https://pbs.twimg.com/profile_images/691349036561989632/_OY4KnOS_normal.jpg,307300559,FALSE,204,TRUE,FALSE,65,https://abs.twimg.com/images/themes/theme1/bg.png,1163,Navarro de cabo a rabo,FALSE,25/03/2018
25/03/2018 18:20,"{'urls': [{'display_url': 'twitter.com/i/web/status/9?', 'expanded_url': 'https://twitter.com/i/web/status/977973407370436608', 'url': 'https://t.co/MZ3Or4LC0j', 'indices': [117, 140]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}",2,FALSE,9.78E+17,9.78E+17,FALSE,es,"{'iso_language_code': 'es', 'result_type': 'recent'}",4,FALSE,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>","ESCÁNDALO: Facebook, entre el riesgo regulatorio y el de pérdida de usuarios y anunciantes. Cambridge Analytica pod? https://t.co/MZ3Or4LC0j",TRUE,2018,3,25,18,20,4,es,recent,FALSE,8.52E+17,http://abs.twimg.com/images/themes/theme1/bg.png,0,1B95E0,FALSE,https://pbs.twimg.com/profile_images/852260591452532737/D0LJaJgV_normal.jpg,8.52E+17,FALSE,2720,FALSE,FALSE,620,https://abs.twimg.com/images/themes/theme1/bg.png,168,Formación para el trading.,FALSE,25/03/2018
25/03/2018 18:01,"{'urls': [{'display_url': 'twitter.com/i/web/status/9?', 'expanded_url': 'https://twitter.com/i/web/status/977968698899214337', 'url': 'https://t.co/v0906MOuVN', 'indices': [116, 139]}], 'hashtags': [], 'symbols': [], 'user_mentions': []}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",0,FALSE,"<a href=""http://twibble.io"" rel=""nofollow"">Twibble.io</a>",Can Facebook Stock Bounce Back After Last Week's 14% Drop? [unable to retrieve full-text content] It?s fair to say? https://t.co/v0906MOuVN,TRUE,2018,3,25,18,1,22,en,recent,FALSE,7.47E+17,,333333,1DA1F2,FALSE,https://pbs.twimg.com/profile_images/846885068308144129/CXccT9QK_normal.jpg,7.47E+17,FALSE,5265,TRUE,FALSE,6358,,77020,Top #Headlines & excerpts linked to the worlds most trusted financial #news sources #business #ai #iot #money #teck #realestate #finance #bitcoin Visit Us @,FALSE,25/03/2018
25/03/2018 17:46,"{'urls': [{'display_url': 'ift.tt/2GoriNW', 'expanded_url': 'https://ift.tt/2GoriNW', 'url': 'https://t.co/IXVawC3fXg', 'indices': [84, 107]}], 'hashtags': [], 'symbols': [{'indices': [21, 24], 'text': 'FB'}], 'user_mentions': [{'screen_name': 'LloydCreekStock', 'name': 'LloydCreekStocks', 'id': 216843073, 'id_str': '216843073', 'indices': [3, 19]}]}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",2,FALSE,"<a href=""http://twitter.com"" rel=""nofollow"">Sentiment Analysis March</a>",RT @LloydCreekStock: $FB Can Facebook Stock Bounce Back After Last Week's 14% Drop? https://t.co/IXVawC3fXg,FALSE,2018,3,25,17,46,3,en,recent,FALSE,4841202432,http://abs.twimg.com/images/themes/theme1/bg.png,0,19CAF7,FALSE,https://pbs.twimg.com/profile_images/822906399093047296/2DrMD5Xy_normal.jpg,4841202432,FALSE,4988,FALSE,FALSE,3919,https://abs.twimg.com/images/themes/theme1/bg.png,114617,"Stock Market Chat | Free to Join at https://t.co/jWUFeYsMYO | Follow Us for Live Trading News, Blogs, Charts, and Stock Analysis! Join the chat",FALSE,25/03/2018
25/03/2018 17:29,"{'urls': [{'display_url': 'ift.tt/2GoriNW', 'expanded_url': 'https://ift.tt/2GoriNW', 'url': 'https://t.co/IXVawC3fXg', 'indices': [63, 86]}], 'hashtags': [], 'symbols': [{'indices': [0, 3], 'text': 'FB'}], 'user_mentions': []}",0,FALSE,9.78E+17,9.78E+17,FALSE,en,"{'iso_language_code': 'en', 'result_type': 'recent'}",2,FALSE,"<a href=""https://ifttt.com"" rel=""nofollow"">IFTTT</a>",$FB Can Facebook Stock Bounce Back After Last Week's 14% Drop? https://t.co/IXVawC3fXg,FALSE,2018,3,25,17,29,27,en,recent,FALSE,216843073,http://pbs.twimg.com/profile_background_images/828991184/af54e2789cc2debf8c84cb7e3eebc616.jpeg,4BB7DF,8FCAE0,FALSE,https://pbs.twimg.com/profile_images/1267189339/money_bags_normal.jpg,216843073,FALSE,1555,FALSE,TRUE,1097,https://pbs.twimg.com/profile_background_images/828991184/af54e2789cc2debf8c84cb7e3eebc616.jpeg,53431,Lloyd Creek - Group of investors focused on bullish stocks/options - Mainly long-term - risk-averse - glad to receive your view,FALSE,25/03/2018
